participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.payoff,player.id_in_group,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.is_demo
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,57.26,9,-99,-99,0,0,57.26,2.86,9,69.12,9,17,18,20,22,5,7,10,15,0,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,133.5,4,-99,-99,2,-34,99.5,4.98,6,110.48,6,18,18,21,22,5,7,10,15,1,5,0,1,0,0,17.5,1.5,11,7,32,50,42,57,0.169587402,3.13566487,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,133.5,4,-99,-99,0,0,133.5,6.68,4,144.18,4,16,16,17,18,5,7,10,15,1,5,0,0,1,1,17.5,1.5,11,7,32,50,69,67,0.87227113,3.309519038,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,84.84,7,-99,-99,0,0,84.84,4.24,7,96.08,7,19,21,24,30,5,7,10,15,2,5,0,1,0,1,17.5,1.5,11,7,32,50,42,57,0.797098574,2.576425314,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,149.5,3,-99,-99,2,-34,115.5,5.78,5,126.28,5,17,18,19,19,5,7,10,15,0,5,0,0,0,0,17.5,1.5,11,7,32,50,69,99,0.943720361,3.629316808,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,69.06,8,-99,-99,-3,51,120.06,6,5,131.06,5,17,16,15,16,5,7,10,15,0,5,0,0,0,1,17.5,1.5,11,7,32,50,69,99,1.158556928,2.996181413,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,133.5,4,-99,-99,0,0,133.5,6.68,4,144.18,4,17,18,19,23,5,7,10,15,0,5,0,0,1,1,17.5,1.5,11,7,32,50,69,67,0.87227113,3.309519038,1,17,12,1,72,0,0,8,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,214.36,0,-99,-99,5,-85,129.36,6.47,2,137.83,5,17,16,18,17,6,8,11,16,0,5,0,0,0,1,17.25,1,10.5,9,43,60,75,96,1.170537856,3.115383337,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,210.05,0,-99,-99,0,0,210.05,10.5,0,220.55,0,18,19,20,20,6,8,11,16,1,5,0,0,0,1,17.25,1,10.5,9,43,60,75,96,1.170537856,3.115383337,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,204.2,0,-99,-99,0,0,204.2,10.21,0,214.41,0,12,12,14,15,6,8,11,16,5,0,0,1,0,1,17.25,1,10.5,9,43,60,53,66,0.812304235,2.510990518,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,204.2,0,-99,-99,0,0,204.2,10.21,0,214.41,0,17,17,18,19,6,8,11,16,0,5,0,0,1,1,17.25,1,10.5,9,43,60,75,74,0.900185341,3.254162567,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,29.1,11,-99,-99,0,0,29.1,1.46,4.4,34.96,11,16,17,23,29,6,8,11,16,1,5,0,1,1,0,17.25,1,10.5,9,43,60,53,48,-0.239220781,3.003236521,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,171.29,2,-99,-99,2,-34,137.29,6.86,1.6,145.75,4,17,18,17,16,6,8,11,16,0,5,0,0,1,1,17.25,1,10.5,9,43,60,75,74,0.900185341,3.254162567,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,177.56,2,-99,-99,-2,34,211.56,10.58,0,222.14,0,15,16,20,22,6,8,11,16,2,5,0,0,0,0,17.25,1,10.5,9,43,60,75,96,0.965572723,3.631786398,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,110.63,6,-99,-99,1,-17,93.63,4.68,2.8,101.11,7,17,22,20,22,6,8,11,16,0,5,1,1,0,0,17.25,1,10.5,9,43,31,26,28,-1.038578841,2.868253266,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,192.34,1,-99,-99,0,0,192.34,9.62,0.4,202.36,1,15,15,15,15,6,8,11,16,2,5,0,0,1,1,17.25,1,10.5,9,43,60,75,74,0.900185341,3.254162567,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,124.27,5,-99,-99,-4,68,192.27,9.61,0.4,202.28,1,6,7,7,11,6,8,11,16,11,0,,0,1,1,17.25,1,10.5,9,43,43,60,53,0.419744763,2.921092307,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,135.68,5,-99,-99,-2,34,169.68,8.48,1.2,179.36,3,6,8,8,8,6,8,11,16,11,0,0,1,0,0,17.25,1,10.5,9,43,60,53,66,0.224434714,3.125130182,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,69.12,9,-99,-99,0,0,69.12,3.46,3.6,76.18,9,17,18,21,,6,8,11,16,0,5,0,0,1,1,17.25,1,10.5,9,43,60,75,74,0.900185341,3.254162567,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,110.48,6,-99,-99,0,0,110.48,5.52,2.4,118.4,6,16,17,20,25,6,8,11,16,1,5,0,0,1,1,17.25,1,10.5,9,43,60,75,74,0.900185341,3.254162567,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,144.18,4,-99,-99,0,0,144.18,7.21,1.6,152.99,4,17,18,19,19,6,8,11,16,0,5,0,1,0,1,17.25,1,10.5,9,43,60,53,66,0.812304235,2.510990518,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,96.08,7,-99,-99,0,0,96.08,4.8,2.8,103.68,7,18,20,23,28,6,8,11,16,1,5,0,1,0,1,17.25,1,10.5,9,43,60,53,66,0.812304235,2.510990518,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,126.28,5,-99,-99,0,0,126.28,6.31,2,134.59,5,18,19,20,,6,8,11,16,1,5,0,0,0,0,17.25,1,10.5,9,43,60,75,96,0.965572723,3.631786398,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,131.06,5,-99,-99,0,0,131.06,6.55,2,139.61,5,16,17,15,16,6,8,11,16,1,5,0,0,0,1,17.25,1,10.5,9,43,60,75,96,1.170537856,3.115383337,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,144.18,4,-99,-99,0,0,144.18,7.21,1.6,152.99,4,17,18,21,25,6,8,11,16,0,5,0,1,0,1,17.25,1,10.5,9,43,60,53,66,0.812304235,2.510990518,1,17,8,0.4,72,0,0,9,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,137.83,5,-99,-99,0,0,137.83,6.89,5,149.72,5,16,17,15,16,7,9,12,17,2,5,0,0,0,1,21.25,1.5,11,7.25,25,44,64,93,1.200410022,3.048518516,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,220.55,0,-99,-99,0,0,220.55,11.03,0,231.58,0,17,19,20,20,7,9,12,17,1,5,0,0,0,0,21.25,1.5,11,7.25,25,44,64,93,1.003906221,3.618655779,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,214.41,0,-99,-99,1,-18,196.41,9.82,1,207.23,1,16,16,16,16,7,9,12,17,2,5,0,0,1,0,21.25,1.5,11,7.25,25,44,64,60,0.526615432,3.379149409,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,214.41,0,-99,-99,0,0,214.41,10.72,0,225.13,0,17,17,18,19,7,9,12,17,1,5,0,0,1,1,21.25,1.5,11,7.25,25,44,64,60,0.91286155,3.333846848,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,34.96,11,-99,-99,0,0,34.96,1.75,11,47.71,11,17,18,21,28,7,9,12,17,1,5,1,0,0,1,21.25,1.5,11,7.25,25,14,19,28,0.638243684,1.580200999,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,145.75,4,-99,-99,0,0,145.75,7.29,4,157.04,4,17,18,17,16,7,9,12,17,1,5,0,0,0,1,21.25,1.5,11,7.25,25,44,64,93,1.200410022,3.048518516,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,222.14,0,-99,-99,0,0,222.14,11.11,0,233.25,0,16,16,19,22,7,9,12,17,2,5,0,0,0,1,21.25,1.5,11,7.25,25,44,64,93,1.200410022,3.048518516,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,101.11,7,-99,-99,2,-36,65.11,3.26,9,77.37,9,17,20,25,23,7,9,12,17,1,5,0,1,1,1,21.25,1.5,11,7.25,25,44,35,30,0.067125754,2.958422484,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,202.36,1,-99,-99,0,0,202.36,10.12,1,213.48,1,15,15,15,14,7,9,12,17,3,0,0,0,1,1,21.25,1.5,11,7.25,25,44,64,60,0.91286155,3.333846848,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,202.28,1,-99,-99,0,0,202.28,10.11,1,213.39,1,,,,,7,9,12,17,,0,,0,0,1,21.25,1.5,11,7.25,25,25,44,64,1.046183195,3.495993121,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,179.36,3,-99,-99,-3,54,233.36,11.67,0,245.03,0,5,6,13,16,7,9,12,17,13,0,0,1,0,0,21.25,1.5,11,7.25,25,44,35,50,0.229462337,3.170300677,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,76.18,9,-99,-99,0,0,76.18,3.81,9,88.99,9,17,18,23,25,7,9,12,17,1,5,0,0,0,1,21.25,1.5,11,7.25,25,44,64,93,1.200410022,3.048518516,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,118.4,6,-99,-99,0,0,118.4,5.92,6,130.32,6,18,18,22,23,7,9,12,17,0,5,0,,,0,21.25,1.5,11,7.25,25,44,44,44,0.170444478,2.970322334,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,152.99,4,-99,-99,0,0,152.99,7.65,4,164.64,4,18,18,20,20,7,9,12,17,0,5,0,0,0,1,21.25,1.5,11,7.25,25,44,64,93,1.200410022,3.048518516,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,103.68,7,-99,-99,0,0,103.68,5.18,7,115.86,7,18,20,23,27,7,9,12,17,0,5,0,0,1,1,21.25,1.5,11,7.25,25,44,64,60,0.91286155,3.333846848,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,134.59,5,-99,-99,0,0,134.59,6.73,5,146.32,5,18,18,19,20,7,9,12,17,0,5,0,0,0,0,21.25,1.5,11,7.25,25,44,64,93,1.003906221,3.618655779,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,139.61,5,-99,-99,0,0,139.61,6.98,5,151.59,5,17,16,16,16,7,9,12,17,1,5,0,1,0,0,21.25,1.5,11,7.25,25,44,35,50,0.229462337,3.170300677,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,152.99,4,-99,-99,0,0,152.99,7.65,4,164.64,4,17,18,19,24,7,9,12,17,1,5,0,0,1,1,21.25,1.5,11,7.25,25,44,64,60,0.91286155,3.333846848,1,18,3,1,72,0,0,10,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,149.72,5,-99,-99,-5,95,244.72,12.24,0,256.96,0,18,17,19,17,8,10,13,18,1,5,0,0,0,1,17.5,1.25,9.25,9,38,54,69,92,1.181088584,3.104614598,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,231.58,0,-99,-99,5,-95,136.58,6.83,5,148.41,5,19,19,20,21,8,10,13,18,0,5,0,0,0,0,17.5,1.25,9.25,9,38,54,69,92,0.969714368,3.630896551,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,207.23,1,-99,-99,-1,19,226.23,11.31,0,237.54,0,17,16,15,16,8,10,13,18,2,5,0,0,0,1,17.5,1.25,9.25,9,38,54,69,92,1.181088584,3.104614598,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,225.13,0,-99,-99,0,0,225.13,11.26,0,236.39,0,18,18,19,20,8,10,13,18,1,5,0,1,0,1,17.5,1.25,9.25,9,38,54,47,60,0.824235117,2.539472413,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,47.71,11,-99,-99,2,-38,9.71,0.49,13,23.2,13,18,20,24,29,8,10,13,18,1,5,1,0,0,0,17.5,1.25,9.25,9,38,27,33,41,-0.398521904,2.999234666,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,157.04,4,-99,-99,-1,19,176.04,8.8,3,187.84,3,18,19,19,20,8,10,13,18,1,5,0,0,0,1,17.5,1.25,9.25,9,38,54,69,92,1.181088584,3.104614598,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,233.25,0,-99,-99,0,0,233.25,11.66,0,244.91,0,18,19,23,25,8,10,13,18,1,5,0,1,1,0,17.5,1.25,9.25,9,38,54,47,43,-0.239946478,3.040866435,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,77.37,9,-99,-99,0,0,77.37,3.87,9,90.24,9,16,18,20,20,8,10,13,18,3,0,1,0,1,0,17.5,1.25,9.25,9,38,27,33,30,-0.796102197,2.959130917,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
9,6w7zusl6,614f89a9441723072040d4de,0,400,401,payment,FinalResultsPage,45342.73797,1,876.38,10,0,213.48,1,-99,-99,0,0,213.48,10.67,1,225.15,1,15,16,16,15,8,10,13,18,4,0,0,1,1,0,17.5,1.25,9.25,9,38,54,47,43,-0.239946478,3.040866435,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
10,aq32twsx,5e5e623737be5e1762ad4418,0,400,401,payment,FinalResultsPage,45342.73809,1,394.55,11,0,213.39,1,-99,-99,0,0,213.39,10.67,1,225.06,1,12,12,8,9,8,10,13,18,7,0,0,1,0,1,17.5,1.25,9.25,9,38,54,47,60,0.824235117,2.539472413,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
11,3fjd4p07,5f3d6975ef131710ed519c7a,0,400,401,payment,FinalResultsPage,45342.73834,1,388.05,12,0,245.03,0,-99,-99,2,-38,207.03,10.35,2,219.38,2,5,6,11,22,8,10,13,18,14,0,0,1,0,0,17.5,1.25,9.25,9,38,54,47,60,0.219491481,3.151351524,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
12,grvtqx2k,59d9d9cd8fd07a0001842484,0,400,401,payment,FinalResultsPage,45342.73882,1,1059.89,13,0,88.99,9,-99,-99,0,0,88.99,4.45,9,102.44,9,18,19,18,22,8,10,13,18,1,5,0,0,0,1,17.5,1.25,9.25,9,38,54,69,92,1.181088584,3.104614598,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
13,q3eed83d,650d90ebf26334f992c31579,0,400,401,payment,FinalResultsPage,45342.73893,1,788.16,14,0,130.32,6,-99,-99,0,0,130.32,6.52,6,142.84,6,19,19,18,19,8,10,13,18,0,5,0,0,1,1,17.5,1.25,9.25,9,38,54,69,68,0.905863333,3.258709254,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
14,5t2lsf81,5ecc6ffce3ca77849333e83e,0,400,401,payment,FinalResultsPage,45342.74059,1,1189.72,15,0,164.64,4,-99,-99,0,0,164.64,8.23,4,176.87,4,19,20,20,20,8,10,13,18,0,5,0,0,1,1,17.5,1.25,9.25,9,38,54,69,68,0.905863333,3.258709254,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
15,kr5aqbg4,62bdc30224534809032cf056,0,400,401,payment,FinalResultsPage,45342.74061,1,1465.68,16,0,115.86,7,-99,-99,0,0,115.86,5.79,7,128.65,7,19,21,23,28,8,10,13,18,0,5,0,0,1,1,17.5,1.25,9.25,9,38,54,69,68,0.905863333,3.258709254,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
16,2q5u7nzm,64c0a2d8031339ab6ec5e54a,0,400,401,payment,FinalResultsPage,45342.74105,1,672.27,17,0,146.32,5,-99,-99,0,0,146.32,7.32,5,158.64,5,19,20,20,21,8,10,13,18,0,5,0,0,0,0,17.5,1.25,9.25,9,38,54,69,92,0.969714368,3.630896551,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
17,6mcv9x1g,59ac5e9f9fdf6c0001cba8bf,0,400,401,payment,FinalResultsPage,45342.74107,1,1090.24,18,0,151.59,5,-99,-99,-2,38,189.59,9.48,3,202.07,3,17,17,18,18,8,10,13,18,2,5,0,0,1,0,17.5,1.25,9.25,9,38,54,69,68,0.498475447,3.390581749,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
18,9rew9efn,5e2e7d79acf5fe45b62f859a,0,400,401,payment,FinalResultsPage,45342.74302,1,1176.59,19,0,164.64,4,-99,-99,0,0,164.64,8.23,4,176.87,4,18,20,22,28,8,10,13,18,1,5,0,,0,1,17.5,1.25,9.25,9,38,54,54,69,1.017508214,3.511898885,1,19,9,1,72,0,0,11,lztzt0mf,Pilot 2024-02-20,,0
1,7yie36v5,561487ad7ffc8a0012812266,0,400,401,payment,FinalResultsPage,45342.73785,1,1286.78,2,0,256.96,0,-99,-99,6,-120,136.96,6.85,6,149.81,6,20,18,18,19,9,11,14,19,0,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
2,n7xvxqf6,5dd2f94a238a913096c52317,0,400,401,payment,FinalResultsPage,45342.73786,1,1121.92,3,0,148.41,5,-99,-99,1,-20,128.41,6.42,6,140.83,6,20,20,21,21,9,11,14,19,0,5,0,0,0,0,19.25,1.75,9.5,7.25,26,42,64,95,1.015269579,3.564228314,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
3,37fxkf6n,63cff262503b56190be3eb18,0,400,401,payment,FinalResultsPage,45342.73787,1,944.51,4,0,237.54,0,-99,-99,4,-80,157.54,7.88,4,169.42,4,18,18,22,23,9,11,14,19,2,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
4,tua9l5ic,629e241d171ec6698e05f149,0,400,401,payment,FinalResultsPage,45342.73787,1,1089.02,5,0,236.39,0,-99,-99,0,0,236.39,11.82,0,248.21,0,19,19,20,22,9,11,14,19,1,5,0,1,0,1,19.25,1.75,9.5,7.25,26,42,35,49,0.842518077,2.607500805,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
5,3z5ajv7g,63254db937c17e8e9200fd54,0,400,401,payment,FinalResultsPage,45342.73787,1,1451.5,6,0,23.2,13,-99,-99,0,0,23.2,1.16,13,37.36,13,20,21,25,,9,11,14,19,0,5,1,0,0,1,19.25,1.75,9.5,7.25,26,16,21,30,0.685544901,1.772930025,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
6,a053vavw,60c4e1091b936c7b812e5af4,0,400,401,payment,FinalResultsPage,45342.73789,1,722.43,7,0,187.84,3,-99,-99,-2,40,227.84,11.39,1,240.23,1,19,18,19,20,9,11,14,19,1,5,0,0,0,1,19.25,1.75,9.5,7.25,26,42,64,95,1.199781678,2.850214095,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
7,5eiyjet7,5c8db07eb1f89a0016777fe0,0,400,401,payment,FinalResultsPage,45342.73789,1,1010.92,8,0,244.91,0,-99,-99,0,0,244.91,12.25,0,257.16,0,19,20,24,30,9,11,14,19,1,5,0,0,1,1,19.25,1.75,9.5,7.25,26,42,64,57,0.910100026,3.418651921,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
8,xixbk2wi,5d4869cc692e5400197a980c,0,400,401,payment,FinalResultsPage,45342.73789,1,1159.59,9,0,90.24,9,-99,-99,0,0,90.24,4.51,9,103.75,9,19,21,21,18,9,11,14,19,1,5,0,1,1,1,19.25,1.75,9.5,7.25,26,42,35,31,0.099909709,2.934741039,1,20,11,1,72,0,0,12,lztzt0mf,Pilot 2024-02-20,,0
